mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title
1.81,"28 km E of Honaunau-Napoopoo, Hawaii",1665680549610,1665680879920,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73177357,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73177357&format=geojson,,,,,automatic,0,50,hv,73177357,",hv73177357,",",hv,",",origin,phase-data,",12.0,,0.25999999,73.0,ml,earthquake,"M 1.8 - 28 km E of Honaunau-Napoopoo, Hawaii"
2.39,"5 km WSW of Volcano, Hawaii",1665680380990,1665680711450,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73177352,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73177352&format=geojson,,,,,automatic,0,88,hv,73177352,",hv73177352,",",hv,",",origin,phase-data,",24.0,,0.180000007,44.0,ml,earthquake,"M 2.4 - 5 km WSW of Volcano, Hawaii"
1.48,"5 km S of Dover, Oklahoma",1665679908950,1665680890757,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2022ubzt,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2022ubzt&format=geojson,,,,,reviewed,0,34,ok,2022ubzt,",ok2022ubzt,",",ok,",",origin,phase-data,",61.0,0.07108605049,0.19,49.0,ml,earthquake,"M 1.5 - 5 km S of Dover, Oklahoma"
4.0,"50 km N of Iquique, Chile",1665679498832,1665706107041,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000itdf,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000itdf&format=geojson,4.0,3.3,,,reviewed,0,247,us,6000itdf,",us6000itdf,",",us,",",dyfi,origin,phase-data,",11.0,0.516,0.5,182.0,mb,earthquake,"M 4.0 - 50 km N of Iquique, Chile"
-0.64,"35 km E of Port Heiden, Alaska",1665679477150,1665716467480,,https://earthquake.usgs.gov/earthquakes/eventpage/av91074603,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91074603&format=geojson,,,,,reviewed,0,0,av,91074603,",av91074603,",",av,",",origin,phase-data,",4.0,,0.15,260.0,ml,earthquake,"M -0.6 - 35 km E of Port Heiden, Alaska"
1.80999994,"26 km E of Honaunau-Napoopoo, Hawaii",1665679413110,1665679600060,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73177342,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73177342&format=geojson,,,,,automatic,0,50,hv,73177342,",hv73177342,",",hv,",",origin,phase-data,",17.0,,0.239999995,89.0,md,earthquake,"M 1.8 - 26 km E of Honaunau-Napoopoo, Hawaii"
-0.75,"28 km ESE of Port Heiden, Alaska",1665678652700,1665716261630,,https://earthquake.usgs.gov/earthquakes/eventpage/av91074598,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91074598&format=geojson,,,,,reviewed,0,0,av,91074598,",av91074598,",",av,",",origin,phase-data,",5.0,,0.2,101.0,ml,earthquake,"M -0.8 - 28 km ESE of Port Heiden, Alaska"
0.92,"21 km SSW of Mammoth, Wyoming",1665678596630,1665760703970,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60520387,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60520387&format=geojson,,,,,reviewed,0,13,uu,60520387,",uu60520387,",",uu,",",origin,phase-data,",6.0,0.03345,0.05,230.0,ml,earthquake,"M 0.9 - 21 km SSW of Mammoth, Wyoming"
-0.03,"25 km ENE of West Yellowstone, Montana",1665678455330,1665760579240,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60520382,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60520382&format=geojson,,,,,reviewed,0,0,uu,60520382,",uu60520382,",",uu,",",origin,phase-data,",5.0,0.03813,0.04,156.0,md,earthquake,"M 0.0 - 25 km ENE of West Yellowstone, Montana"
1.19,"13km ENE of Ridgecrest, CA",1665678053110,1665704851800,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40360448,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40360448&format=geojson,,,,,reviewed,0,22,ci,40360448,",ci40360448,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",19.0,0.0928,0.12,141.0,ml,earthquake,"M 1.2 - 13km ENE of Ridgecrest, CA"
1.54,"14km NNE of Ojai, CA",1665677964320,1665704540889,,https://earthquake.usgs.gov/earthquakes/eventpage/ci37455812,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37455812&format=geojson,,,,,reviewed,0,36,ci,37455812,",ci37455812,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",14.0,0.1017,0.14,55.0,ml,earthquake,"M 1.5 - 14km NNE of Ojai, CA"
2.04,"14km NNE of Ojai, CA",1665677948200,1665704032710,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40360440,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40360440&format=geojson,,,,,reviewed,0,64,ci,40360440,",ci40360440,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",47.0,0.1058,0.19,31.0,ml,earthquake,"M 2.0 - 14km NNE of Ojai, CA"
1.01,"24km W of Westley, CA",1665677940200,1665679516505,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73793096,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73793096&format=geojson,,,,,reviewed,0,16,nc,73793096,",nc73793096,",",nc,",",nearby-cities,origin,phase-data,",19.0,0.06873,0.1,110.0,md,earthquake,"M 1.0 - 24km W of Westley, CA"
-0.11,"39 km E of Port Heiden, Alaska",1665677612180,1665716095010,,https://earthquake.usgs.gov/earthquakes/eventpage/av91074593,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91074593&format=geojson,,,,,reviewed,0,0,av,91074593,",av91074593,",",av,",",origin,phase-data,",6.0,,0.26,295.0,ml,earthquake,"M -0.1 - 39 km E of Port Heiden, Alaska"
0.46,"7km W of Cobb, CA",1665677301400,1666077736007,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73793086,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73793086&format=geojson,,,,,reviewed,0,3,nc,73793086,",nc73793086,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",20.0,0.009526,0.03,43.0,md,earthquake,"M 0.5 - 7km W of Cobb, CA"
0.95,"6km NW of The Geysers, CA",1665677142480,1665677236750,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73793081,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73793081&format=geojson,,,,,automatic,0,14,nc,73793081,",nc73793081,",",nc,",",nearby-cities,origin,phase-data,",24.0,0.00739,0.02,43.0,md,earthquake,"M 1.0 - 6km NW of The Geysers, CA"
1.79,"11km SE of Pinnacles, CA",1665676849160,1666129759311,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73793076,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73793076&format=geojson,,,,,reviewed,0,49,nc,73793076,",nc73793076,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",32.0,0.09803,0.09,71.0,md,earthquake,"M 1.8 - 11km SE of Pinnacles, CA"
1.2,"14 km NNW of Dyer, Nevada",1665676418622,1665779455913,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00849261,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00849261&format=geojson,,,,,reviewed,0,22,nn,00849261,",nn00849261,",",nn,",",origin,phase-data,",10.0,0.285,0.1853,180.25,ml,earthquake,"M 1.2 - 14 km NNW of Dyer, Nevada"
0.53,"20km ESE of Anza, CA",1665676004960,1665703197267,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40360424,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40360424&format=geojson,,,,,reviewed,0,4,ci,40360424,",ci40360424,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",18.0,0.07791,0.12,63.0,ml,earthquake,"M 0.5 - 20km ESE of Anza, CA"
2.1,"17 km SE of Beaver, Utah",1665674909580,1665693320810,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60520377,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60520377&format=geojson,,,,,reviewed,0,68,uu,60520377,",uu60520377,",",uu,",",origin,phase-data,",29.0,0.2806,0.23,68.0,ml,earthquake,"M 2.1 - 17 km SE of Beaver, Utah"
1.1,"72 km E of Cantwell, Alaska",1665674419266,1667514644988,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022d58r346,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022d58r346&format=geojson,,,,,reviewed,0,19,ak,022d58r346,",ak022d58r346,",",ak,",",origin,phase-data,",,,0.59,,ml,earthquake,"M 1.1 - 72 km E of Cantwell, Alaska"
1.5,"32 km N of Chenega, Alaska",1665674337264,1667514645189,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022d58qqm6,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022d58qqm6&format=geojson,,,,,reviewed,0,35,ak,022d58qqm6,",ak022d58qqm6,",",ak,",",origin,phase-data,",,,0.75,,ml,earthquake,"M 1.5 - 32 km N of Chenega, Alaska"
1.18,"8km NE of San Jacinto, CA",1665674312770,1665702966696,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40360416,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40360416&format=geojson,,,,,reviewed,0,21,ci,40360416,",ci40360416,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",42.0,0.0617,0.14,83.0,ml,earthquake,"M 1.2 - 8km NE of San Jacinto, CA"
2.04,"17 km SE of Beaver, Utah",1665674190200,1665679520760,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60520372,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60520372&format=geojson,,,,,reviewed,0,64,uu,60520372,",uu60520372,",",uu,",",origin,phase-data,",20.0,0.2825,0.21,77.0,ml,earthquake,"M 2.0 - 17 km SE of Beaver, Utah"
2.0,,1665673665793,1667514641026,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022d58odbk,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022d58odbk&format=geojson,,,,,reviewed,0,62,ak,022d58odbk,",ak022d58odbk,",",ak,",",origin,phase-data,",,,0.29,,ml,earthquake,M 2.0 - 
0.85,"6km W of Cobb, CA",1665673559230,1665673652446,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73793066,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73793066&format=geojson,,,,,automatic,0,11,nc,73793066,",nc73793066,",",nc,",",nearby-cities,origin,phase-data,",8.0,0.01046,0.02,103.0,md,earthquake,"M 0.9 - 6km W of Cobb, CA"
0.86,"3km SE of The Geysers, CA",1665673473270,1665673567644,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73793061,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73793061&format=geojson,,,,,automatic,0,11,nc,73793061,",nc73793061,",",nc,",",nearby-cities,origin,phase-data,",6.0,0.002175,0.01,172.0,md,earthquake,"M 0.9 - 3km SE of The Geysers, CA"
0.47,"7km WNW of Cobb, CA",1665673334740,1665679907139,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73793056,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73793056&format=geojson,,,,,reviewed,0,3,nc,73793056,",nc73793056,",",nc,",",nearby-cities,origin,phase-data,",13.0,0.008375,0.01,63.0,md,earthquake,"M 0.5 - 7km WNW of Cobb, CA"
2.38,"4 km SE of Dover, Oklahoma",1665673200850,1665681135040,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2022ubwb,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2022ubwb&format=geojson,2.0,2.2,,,reviewed,0,88,ok,2022ubwb,",ok2022ubwb,us6000itc0,",",ok,us,",",dyfi,origin,phase-data,",100.0,0.0,0.19,43.0,ml,earthquake,"M 2.4 - 4 km SE of Dover, Oklahoma"
1.26,,1665673170580,1665759928294,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60520367,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60520367&format=geojson,1.0,2.7,,,reviewed,0,25,uu,60520367,",uu60520367,",",uu,",",dyfi,origin,phase-data,",21.0,0.1445,0.18,85.0,md,earthquake,M 1.3 - 
2.0,,1665673170503,1667514640846,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022d58e2cl,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022d58e2cl&format=geojson,,,,,reviewed,0,62,ak,022d58e2cl,",ak022d58e2cl,",",ak,",",origin,phase-data,",,,0.54,,ml,earthquake,M 2.0 - 
1.14,Wyoming,1665673144960,1665678130190,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60520362,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60520362&format=geojson,,,,,reviewed,0,20,uu,60520362,",uu60520362,",",uu,",",origin,phase-data,",15.0,0.0435,0.14,116.0,ml,earthquake,M 1.1 - Wyoming
1.6,"81 km SSW of False Pass, Alaska",1665672928814,1667514644800,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022d58d6b5,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022d58d6b5&format=geojson,,,,,reviewed,0,39,ak,022d58d6b5,",ak022d58d6b5,",",ak,",",origin,phase-data,",,,0.46,,ml,earthquake,"M 1.6 - 81 km SSW of False Pass, Alaska"
2.61,"4 km SE of Dover, Oklahoma",1665672916519,1665677177040,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2022ubvy,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2022ubvy&format=geojson,1.0,2.0,,,reviewed,0,105,ok,2022ubvy,",ok2022ubvy,us6000itc3,",",ok,us,",",dyfi,origin,phase-data,",61.0,0.09358163609,0.39,51.0,ml,earthquake,"M 2.6 - 4 km SE of Dover, Oklahoma"
2.24,Oklahoma,1665672906820,1665676870040,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2022ubvx,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2022ubvx&format=geojson,,,,,reviewed,0,77,ok,2022ubvx,",us6000itbz,ok2022ubvx,",",us,ok,",",origin,phase-data,",95.0,0.08998234239,0.26,43.0,ml,earthquake,M 2.2 - Oklahoma
1.13,"8km NW of The Geysers, CA",1665672455010,1666121836480,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73793051,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73793051&format=geojson,,,,,reviewed,0,20,nc,73793051,",nc73793051,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",39.0,0.006298,0.03,44.0,md,earthquake,"M 1.1 - 8km NW of The Geysers, CA"
1.0,"84 km W of Karluk, Alaska",1665672307729,1667514644607,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022d58azis,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022d58azis&format=geojson,,,,,reviewed,0,15,ak,022d58azis,",ak022d58azis,",",ak,",",origin,phase-data,",,,0.33,,ml,earthquake,"M 1.0 - 84 km W of Karluk, Alaska"
1.88999999,"6 km ENE of P?hala, Hawaii",1665671274960,1665671462870,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73177212,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73177212&format=geojson,,,,,automatic,0,55,hv,73177212,",hv73177212,",",hv,",",origin,phase-data,",38.0,,0.140000001,125.0,md,earthquake,"M 1.9 - 6 km ENE of P?hala, Hawaii"
1.6,"59 km SSW of Adak, Alaska",1665671083398,1667514644420,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022d586k8j,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022d586k8j&format=geojson,,,,,reviewed,0,39,ak,022d586k8j,",ak022d586k8j,",",ak,",",origin,phase-data,",,,0.52,,ml,earthquake,"M 1.6 - 59 km SSW of Adak, Alaska"
0.4,"21 km SSW of Mammoth, Wyoming",1665671045550,1665677912180,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60520357,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60520357&format=geojson,,,,,reviewed,0,2,uu,60520357,",uu60520357,",",uu,",",origin,phase-data,",6.0,0.03522,0.09,227.0,md,earthquake,"M 0.4 - 21 km SSW of Mammoth, Wyoming"
1.2,Central Alaska,1665670875021,1667514640644,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022d585urt,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022d585urt&format=geojson,,,,,reviewed,0,22,ak,022d585urt,",ak022d585urt,",",ak,",",origin,phase-data,",,,0.79,,ml,earthquake,M 1.2 - Central Alaska
0.84,"6km W of Cobb, CA",1665670821630,1665670916834,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73793046,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73793046&format=geojson,,,,,automatic,0,11,nc,73793046,",nc73793046,",",nc,",",nearby-cities,origin,phase-data,",7.0,0.01154,0.01,108.0,md,earthquake,"M 0.8 - 6km W of Cobb, CA"
1.5,"31 km WNW of Valdez, Alaska",1665670699758,1667514640435,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022d58582n,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022d58582n&format=geojson,,,,,reviewed,0,35,ak,022d58582n,",ak022d58582n,",",ak,",",origin,phase-data,",,,0.52,,ml,earthquake,"M 1.5 - 31 km WNW of Valdez, Alaska"
1.27,"21 km SSW of Mammoth, Wyoming",1665670587280,1665677847620,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60520352,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60520352&format=geojson,,,,,reviewed,0,25,uu,60520352,",uu60520352,",",uu,",",origin,phase-data,",12.0,0.03511,0.15,188.0,ml,earthquake,"M 1.3 - 21 km SSW of Mammoth, Wyoming"
1.6,Alaska Peninsula,1665670157531,1667514644221,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022d583ai1,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022d583ai1&format=geojson,,,,,reviewed,0,39,ak,022d583ai1,",ak022d583ai1,",",ak,",",origin,phase-data,",,,0.21,,ml,earthquake,M 1.6 - Alaska Peninsula
1.88,Oklahoma,1665669899240,1665671088085,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2022ubug,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2022ubug&format=geojson,,,,,reviewed,0,54,ok,2022ubug,",ok2022ubug,",",ok,",",origin,phase-data,",82.0,0.08008428473,0.15,44.0,ml,earthquake,M 1.9 - Oklahoma
5.0,"75 km NE of Takaka, New Zealand",1665669834424,1666070224945,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000itam,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000itam&format=geojson,21.0,5.8,3.528,green,reviewed,0,397,us,6000itam,",us6000itam,",",us,",",dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",66.0,0.825,0.8,40.0,mww,earthquake,"M 5.0 - 75 km NE of Takaka, New Zealand"
1.08,"15km NW of Pinnacles, CA",1665669743450,1666117096006,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73793041,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73793041&format=geojson,,,,,reviewed,0,18,nc,73793041,",nc73793041,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",14.0,0.06171,0.08,141.0,md,earthquake,"M 1.1 - 15km NW of Pinnacles, CA"
1.1,"36 km SE of Mina, Nevada",1665669446325,1665696610583,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00849162,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00849162&format=geojson,,,,,reviewed,0,19,nn,00849162,",nn00849162,",",nn,",",origin,phase-data,",14.0,0.142,0.2217,152.53,ml,earthquake,"M 1.1 - 36 km SE of Mina, Nevada"
1.31,"6km W of Cobb, CA",1665669284300,1666090399281,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73793036,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73793036&format=geojson,,,,,reviewed,0,26,nc,73793036,",nc73793036,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",42.0,0.01173,0.04,37.0,md,earthquake,"M 1.3 - 6km W of Cobb, CA"
0.66,"22 km SSW of Mammoth, Wyoming",1665668730800,1665677691050,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60520347,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60520347&format=geojson,,,,,reviewed,0,7,uu,60520347,",uu60520347,",",uu,",",origin,phase-data,",7.0,0.02293,0.13,212.0,ml,earthquake,"M 0.7 - 22 km SSW of Mammoth, Wyoming"
0.7,"4 km E of Sierra City, California",1665668641698,1665779267991,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00849260,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00849260&format=geojson,,,,,reviewed,0,8,nn,00849260,",nn00849260,",",nn,",",origin,phase-data,",5.0,0.094,0.1729,181.89,ml,earthquake,"M 0.7 - 4 km E of Sierra City, California"
4.6,"200 km ENE of Port Mathurin, Mauritius",1665668413187,1665670205040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000ital,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000ital&format=geojson,,,,,reviewed,0,326,us,6000ital,",us6000ital,",",us,",",origin,phase-data,",22.0,1.867,1.15,136.0,mb,earthquake,"M 4.6 - 200 km ENE of Port Mathurin, Mauritius"
1.6,"27 km SSE of Mina, Nevada",1665668270271,1665678259498,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00849159,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00849159&format=geojson,,,,,reviewed,0,39,nn,00849159,",nn00849159,",",nn,",",origin,phase-data,",20.0,0.047,0.1301,79.92,ml,earthquake,"M 1.6 - 27 km SSE of Mina, Nevada"
1.5,"44 km WSW of Denali Park, Alaska",1665668167351,1667514640049,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022d57nmoc,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022d57nmoc&format=geojson,,,,,reviewed,0,35,ak,022d57nmoc,",ak022d57nmoc,",",ak,",",origin,phase-data,",,,0.47,,ml,earthquake,"M 1.5 - 44 km WSW of Denali Park, Alaska"
3.05,"71 km N of San Antonio, Puerto Rico",1665668126070,1665671287460,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71376713,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71376713&format=geojson,,,,,reviewed,0,143,pr,71376713,",pr71376713,",",pr,",",origin,phase-data,",8.0,,0.24,311.0,md,earthquake,"M 3.1 - 71 km N of San Antonio, Puerto Rico"
1.37,"15km NNW of Pinnacles, CA",1665667954040,1666088895140,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73793031,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73793031&format=geojson,,,,,reviewed,0,29,nc,73793031,",nc73793031,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",26.0,0.06286,0.07,106.0,md,earthquake,"M 1.4 - 15km NNW of Pinnacles, CA"
2.5,"109 km SSE of Sand Point, Alaska",1665667943853,1667678948040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000imbg,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000imbg&format=geojson,,,,,reviewed,0,96,us,7000imbg,",ak022d57msrh,us7000imbg,",",ak,us,",",origin,phase-data,",17.0,0.402,0.56,240.0,ml,earthquake,"M 2.5 - 109 km SSE of Sand Point, Alaska"
1.6,"8 km NNE of Ninilchik, Alaska",1665667730066,1667514639820,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022d57m01e,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022d57m01e&format=geojson,,,,,reviewed,0,39,ak,022d57m01e,",ak022d57m01e,",",ak,",",origin,phase-data,",,,0.34,,ml,earthquake,"M 1.6 - 8 km NNE of Ninilchik, Alaska"
2.0,"16 km WSW of Volcano, Hawaii",1665667690330,1665667878330,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73177127,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73177127&format=geojson,,,,,automatic,0,62,hv,73177127,",hv73177127,",",hv,",",origin,phase-data,",6.0,,0.0900000036,246.0,md,earthquake,"M 2.0 - 16 km WSW of Volcano, Hawaii"
1.57,"5 km E of La Parguera, Puerto Rico",1665667626030,1665669094180,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71376703,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71376703&format=geojson,,,,,reviewed,0,38,pr,71376703,",pr71376703,",",pr,",",origin,phase-data,",5.0,,0.09,176.0,md,earthquake,"M 1.6 - 5 km E of La Parguera, Puerto Rico"
1.1,"47 km ENE of Susitna North, Alaska",1665667512403,1667514644025,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022d57l9yg,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022d57l9yg&format=geojson,,,,,reviewed,0,19,ak,022d57l9yg,",ak022d57l9yg,",",ak,",",origin,phase-data,",,,0.6,,ml,earthquake,"M 1.1 - 47 km ENE of Susitna North, Alaska"
1.81,"26 km E of Honaunau-Napoopoo, Hawaii",1665667459830,1665667790560,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73177122,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73177122&format=geojson,,,,,automatic,0,50,hv,73177122,",hv73177122,",",hv,",",origin,phase-data,",21.0,,0.25999999,58.0,ml,earthquake,"M 1.8 - 26 km E of Honaunau-Napoopoo, Hawaii"
1.7,"102 km SSE of Sand Point, Alaska",1665667272417,1667514643681,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022d57kf3d,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022d57kf3d&format=geojson,,,,,reviewed,0,44,ak,022d57kf3d,",ak022d57kf3d,",",ak,",",origin,phase-data,",,,0.42,,ml,earthquake,"M 1.7 - 102 km SSE of Sand Point, Alaska"
0.54,"8km SW of Idyllwild, CA",1665667254460,1665701267344,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40360384,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40360384&format=geojson,,,,,reviewed,0,4,ci,40360384,",ci40360384,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",15.0,0.06278,0.07,144.0,ml,earthquake,"M 0.5 - 8km SW of Idyllwild, CA"
2.1,"66 km ENE of Atka, Alaska",1665667192590,1667514643854,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022d57k2rf,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022d57k2rf&format=geojson,,,,,reviewed,0,68,ak,022d57k2rf,",ak022d57k2rf,",",ak,",",origin,phase-data,",,,0.51,,ml,earthquake,"M 2.1 - 66 km ENE of Atka, Alaska"
1.7,"84 km ESE of Denali Park, Alaska",1665667172012,1667514639373,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022d57k16m,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022d57k16m&format=geojson,,,,,reviewed,0,44,ak,022d57k16m,",ak022d57k16m,",",ak,",",origin,phase-data,",,,0.62,,ml,earthquake,"M 1.7 - 84 km ESE of Denali Park, Alaska"
1.6,"52 km WNW of Beluga, Alaska",1665666992020,1667514639613,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022d57jeeh,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022d57jeeh&format=geojson,,,,,reviewed,0,39,ak,022d57jeeh,",ak022d57jeeh,",",ak,",",origin,phase-data,",,,0.59,,ml,earthquake,"M 1.6 - 52 km WNW of Beluga, Alaska"
